,State,R_State,Country
740,Friuli Venezia Giulia, Italy,New Zealand
741,Friuli Venezia Giulia, Italy,Uruguay
742,Friuli Venezia Giulia, Italy,France
743,Mississippi, United States,Usa
744,Mississippi, United States,Canada
745,Mississippi, United States,Germany
746,Mississippi, United States,
747,Mississippi, United States,Syria
748,Castilla-León, Spain,Spain
749,Central, Mongolia,Trinidad And Tobago
750,Central, Mongolia,Hong Kong
751,Central, Mongolia,Paraguay
752,Valencia, Spain,Spain
753,Valencia, Spain,N/A
754,Iowa, United States,Usa
755,Iowa, United States,
756,Prince Edward Island, Canada,Canada
757,Prince Edward Island, Canada,
758,Seixal, Portugal,Portugal
759,Hawaii, United States,Usa
760,Hawaii, United States,United Kingdom
761,Hawaii, United States,Portugal
762,Hawaii, United States,Us
763,Hawaii, United States,Japan
764,Hawaii, United States,Benin
765,Nebraska, United States,Usa
766,Nebraska, United States,
767,Nebraska, United States,United Kingdom
768,Nebraska, United States,Netherlands
769,Nebraska, United States,Switzerland
770,Nebraska, United States,New Zealand
771,Nebraska, United States,Australia
772,Alsace, France,France
773,Porto, Portugal,Portugal
774,Porto, Portugal,
775,Brussels, Belgium,Belgium
776,Scotland, United Kingdom,United Kingdom
777,Scotland, United Kingdom,
778,Scotland, United Kingdom,United Kindgonm
779,Scotland, United Kingdom,Spain
780,North Island, United States,
781,North Island, United States,New Zealand
782,Western Australia, Australia,Australia
783,Western Australia, Australia,Austria
784,Não Há Cá Disso ^^,no_info,Portugal
785,Wales, United Kingdom,United Kingdom
786,Wales, United Kingdom,Usa
787,Wales, United Kingdom,Italy
788,Wales, United Kingdom,
789,Wales, United Kingdom,Wales
790,Wales, United Kingdom,Austria
791,Vizcaya, Spain,Spain
792,Vizcaya, Spain,Pais Vasco
793,Ialoveni, Moldova,Moldova
794,Nc 27243, United States,North Carolina
795,Cheshire, United Kingdom,United Kingdom
796,Cheshire, United Kingdom,England
797,Cheshire, United Kingdom,
798,West Sussex, United Kingdom,United Kingdom
799,Renfrewshire, United Kingdom,United Kingdom
800,Renfrewshire, United Kingdom,Scotland
801,Girona, Spain,Spain
802,Girona, Spain,Catalunya
803,Burgos, Spain,Spain
804,Antwerpen, Belgium,Belgium
805,Gipuzkoa, Spain,Spain
806,Gipuzkoa, Spain,
807,Gipuzkoa, Spain,Euskal Herria
808,Bavaria, Germany,Germany
809,Bavaria, Germany,
810,Hamburg, Germany,Germany
811,Hamburg, Germany,New Zealand
812,Hamburg, Germany,Deutschland
813,Hamburg, Germany,
814,Hamburg, Germany,Usa
815,None, Italy,Usa
816,None, Italy,Philippines
817,None, Italy,Denmark
818,None, Italy,United Kingdom
819,None, Italy,Trinidad And Tobago
820,None, Italy,Israel
821,Italy,Italy,Italy
822,Italy,Italy,
823,Italy,Italy,In Europe
824,Australian Capital Territory, Australia,Australia
825,Australian Capital Territory, Australia,Spain
826,Australian Capital Territory, Australia,Czech Republic
827,Australian Capital Territory, Australia,
828,Australian Capital Territory, Australia,Italy
829,Tn,Tunisia,Tennessee
830,Tn,Tunisia,Rutherford
831,Franche Comte, France,France
832,Salzburg, Austria,Austria
833,Delaware, United States,Usa
834,Delaware, United States,Canada
835,Delaware, United States,Dominican Republic
836,Delaware, United States,Spain
837,Cantabria, Spain,Spain
838,N.S.W, United Kingdom,Australia
839,Mi,United States,Italy
840,Mi,United States,Usa
841,Mi,United States,Michigan
842,Málaga, Spain,Spain
843,Okinawa, Japan,Japan
844,Okinawa, Japan,
845,Liguria, Italy,Italy
846,Liguria, Italy,
847,Kuwait,Kuwait,Kuwait
848,Santa Cruz De Tenerife, Spain,Spain
849,Santa Cruz De Tenerife, Spain,Canary Islands
850,Stroud, United Kingdom,United Kingdom
851,Ix Región, Finland,
852,Callao, Peru,Peru
853,Canada,Canada,Canada
854,Alpes Maritimes, France,France
855,Bruxelles, Belgium,Belgium
856,Kent, United Kingdom,United Kingdom
857,Kent, United Kingdom,
858,Kent, United Kingdom,England
859,Kent, United Kingdom,Uk
860,Pyrenees Atlantiques, France,France
861,Galicia, Spain,Spain
862,Galicia, Spain,
863,Guayas, Ecuador,Ecuador
864,Va,Vatican City,Virginia
865,Va,Vatican City,Prince William
866,Va,Vatican City,Usa
867,Noord-Brabant, Netherlands,Netherlands
868,Surrey, United Kingdom,United Kingdom
869,Surrey, United Kingdom,
870,Surrey, United Kingdom,England
871,Rhone Alpes, France,France
872,Dc, United States,Usa
873,Dc, United States,Dc
874,Dc, United States,
875,Dc, United States,Spain
876,Dc, United States,Egypt
877,Dc, United States,Venezuela
878,Dc, United States,Portugal
879,Dc, United States,Norway
880,Dc, United States,United States
881,A Coruña, Spain,Spain
882,A Coruña, Spain,España
883,A Coruña, Spain,
884,Corcaigh, Ireland,Ireland
885,Nottingham, United Kingdom,United Kingdom
886,País Vasco, Spain,Spain
887,País Vasco, Spain,Álava
888,Kucuk Esat,no_info,Turkey
889,Leicestershire, United Kingdom,England
890,Leicestershire, United Kingdom,United Kingdom
891,Västerbotten, Sweden,Sweden
892,Piemonte, Italy,Italy
893,Piemonte, Italy,Usa
894,Piemonte, Italy,
895,"""N/A""", Portugal,Germany
896,"""N/A""", Portugal,Denmark
897,"""N/A""", Portugal,Spain
898,"""N/A""", Portugal,Switzerland
899,"""N/A""", Portugal,Ireland
900,"""N/A""", Portugal,Italy
901,"""N/A""", Portugal,Croatia
902,"""N/A""", Portugal,Belgium
903,"""N/A""", Portugal,United Kingdom
904,"""N/A""", Portugal,New Zealand
905,"""N/A""", Portugal,Netherlands
906,"""N/A""", Portugal,Thailand
907,"""N/A""", Portugal,France
908,"""N/A""", Portugal,
909,"""N/A""", Portugal,South Korea
910,"""N/A""", Portugal,Turkey
911,"""N/A""", Portugal,Luxembourg
912,"""N/A""", Portugal,Hungary
913,"""N/A""", Portugal,"""N/A"""
914,"""N/A""", Portugal,Portugal
915,"""N/A""", Portugal,China
916,"""N/A""", Portugal,Mexico
917,"""N/A""", Portugal,Norway
918,"""N/A""", Portugal,Finland
919,"""N/A""", Portugal,Argentina
920,Lagos, Nigeria,Nigeria
921,São Paulo, Brazil,Brazil
922,Alentejo, Portugal,Portugal
923,Alentejo, Portugal,
924,Herts., Israel,England
925,Traveling Nurse Do 3 Months At A Time All Over Us,no_info,Usa
926,Banks Peninsula, New Zealand,New Zealand
927,East Anglia, United Kingdom,United Kingdom
928,Sheffield, United Kingdom,United Kingdom
929,Vaud, Switzerland,Switzerland
930,Palmerston North, New Zealand,New Zealand
931,Liège, Belgium,Belgium
932,Zuid-Holland, Netherlands,Netherlands
933,Zuid-Holland, Netherlands,
934,Haute Garonne, France,France
935,Rhône, France,France
936,Sicilia, Italy,Italy
937,Sicilia, Italy,Italia
938,Sicilia, Italy,Spain
939,Picardie, France,France
940,East Java, Indonesia,Indonesia
941,Pirkanmaa, Finland,Finland
942,Almaty Oblast, Kazakhstan,Kazakhstan
943,Delhi, India,India
944,Delhi, India,Philippines
945,Kuala Lumpur, Malaysia,Malaysia
946,Campania, Italy,Italy
947,Campania, Italy,Australia
948,Campania, Italy,
949,Campania, Italy,Usa
950,Guangdong, China,China
951,Portugal,Portugal,Brazil
952,Portugal,Portugal,Portugal
953,Portugal,Portugal,
954,Illes Balears, Spain,Spain
955,Illes Balears, Spain,United Kingdom
956,Baveria,no_info,Germany
957,Giza Governate,no_info,Egypt
958,Notts, Australia,United Kingdom
959,Steiermark, Austria,Austria
960,Aragon, Spain,Spain
961,Herefordshire, United Kingdom,United Kingdom
962,Córdoba, Spain,Argentina
963,Córdoba, Spain,Spain
964,Vale Do Sousa, Portugal,Portugal
965,Ca,Canada,California
966,Ca,Canada,Usa
967,Ca,Canada,United States
968,Maharashtra, India,India
969,Norfolk, United Kingdom,United Kingdom
970,Norfolk, United Kingdom,England
971,Wyoming, United States,Usa
972,Wyoming, United States,Spain
973,Wyoming, United States,Netherlands
974,Wyoming, United States,
975,Wyoming, United States,Switzerland
976,Wyoming, United States,Denmark
977,Copenhagen, Denmark,Denmark
978,Brisbane, Australia,Queensland
979,Brisbane, Australia,Australia
980,Ottawa, Canada,Ontario
981,Aturias,no_info,Spain
982,Ourense, Spain,Spain
983,Seoul, South Korea,South Korea
984,Región Metropolitana, Chile,Chile
985,Pays De La Loire, France,France
986,Distrito Capital, Paraguay,Venezuela
987,Haute-Garonne, France,France
988,Haute-Garonne, France,
989,Nrw, Germany,Germany
990,Nrw, Germany,
991,Festa Da Língua,no_info,Galiza
992,Il, United States,Illinois
993,Il, United States,Israel
994,Il, United States,Usa
995,Cumbria, United Kingdom,United Kingdom
996,Cumbria, United Kingdom,England
997,Navarra, Spain,Spain
998,Navarra, Spain,España
999,Yorkshire, United States,United Kingdom
1000,Sjælland, Denmark,Denmark
1001,Catalonia, Spain,Spain
1002,Catalonia, Spain,Catalonia
1003,Franche-Comté, France,France
1004,Zuerich, Switzerland,Switzerland
1005,Ceredigion, United Kingdom,United Kingdom
1006,Australia,Australia,Australia
1007,Wp, Poland,Malaysia
1008,Comunidad De Madrid, Spain,Spain
1009,Zuid Holland, Netherlands,Netherlands
1010,Zuid Holland, Netherlands,
1011,Zug, Switzerland,Switzerland
1012,Franken, France,Germany
1013,Aveiro, Portugal,Portugal
1014,Aveiro, Portugal,
1015,Buenos Aires, Argentina,Argentina
1016,Buenos Aires, Argentina,
1017,Normandy, France,France
1018,Northern Ireland, United Kingdom,United Kingdom
1019,Northern Ireland, United Kingdom,Ireland
1020,Northern Ireland, United Kingdom,Usa
1021,Western Province, Zambia,South Africa
1022,Tyne And Wear, United Kingdom,United Kingdom
1023,Genève, Switzerland,Switzerland
1024,Andalucía, Spain,Spain
1025,Co. Cork, Ireland,Ireland
1026,East Ayrshire, United Kingdom,Scotland
1027,Aragón, Spain,Spain
1028,Puerto Rico, United States,Usa
1029,Puerto Rico, United States,Puerto Rico
1030,Sardegna, Italy,Italy
1031,Sardegna, Italy,Spain
1032,Sardegna, Italy,Usa
1033,Sardegna, Italy,Germany
1034,Nj, United States,New Jersey
1035,Nj, United States,Usa
1036,Nj, United States,Camden
1037,Japan,Japan,Japan
1038,Japan,Japan,Usa
1039,-,no_info,Switzerland
1040,-,no_info,Netherlands
1041,-,no_info,Denmark
1042,-,no_info,Belgium
1043,Asturies, Spain,Spain
1044,Malaga, Spain,Spain
1045,South America,South America,Brazil
1046,South America,South America,Chile
1047,South America,South America,
1048,Basel, Switzerland,Switzerland
1049,Manchester, United Kingdom,United Kingdom
1050,Chiba, Japan,Japan
1051,Cochabamba, Bolivia,Bolivia
1052,Otago, New Zealand,New Zealand
1053,Schwaben, Germany,Germany
1054,Basel-Stadt, Switzerland,Switzerland
1055,Choongbuk,no_info,South Korea
1056,Ae (Armed Forces Europe),no_info,United Kingdom
1057,Catalunia, Spain,Spain
1058,Ordrup, Denmark,Denmark
1059,Bc, Canada,Canada
1060,Bc, Canada,V9V 1H4
1061,Bc, Canada,Cananda
1062,Bc, Canada,
1063,Bc, Canada,British Columbia
1064,Essonnes, France,France
1065,Tayside, Canada,United Kingdom
1066,Greater Manchester, United Kingdom,United Kingdom
1067,Greater Manchester, United Kingdom,England
1068,Indre Et Loire, France,France
1069,Zh, Palestinian Territory,Netherlands
1070,Zh, Palestinian Territory,Switzerland
1071,Zh, Palestinian Territory,
1072,Manila, Philippines,Philippines
1073,The Netherlands,Netherlands,Netherlands
1074,Guipuzcoa, Spain,Spain
1075,Austria,Austria,Bayern
1076,Austria,Austria,Austria
1077,Castilla Y Leon, Spain,Spain
1078,Brandenburg, Germany,Germany
1079,Brandenburg, Germany,
1080,Brandenburg, Germany,Spain
1081,Isle Of Wight, United Kingdom,United Kingdom
1082,Zurich, Switzerland,Switzerland
1083,Ile-De-France, France,France
1084,Ile-De-France, France,
1085,Taranaki, New Zealand,
1086,Taranaki, New Zealand,New Zealand
1087,Staffordshire, United Kingdom,United Kingdom
1088,Staffordshire, United Kingdom,England
1089,Avon, France,United Kingdom
1090,Avon, France,
1091,Limburg, Netherlands,Netherlands
1092,Limburg, Netherlands,Belgium
1093,Limousin, France,France
1094,Galiza, Spain,Spain
1095,Sarthe, France,France
1096,Hyogo, Japan,Japan
1097,Or, United States,Usa
1098,Or, United States,Oregon
1099,Aargau, Switzerland,Switzerland
1100,Norway,Norway,Norway
1101,Cornwall, United Kingdom,United Kingdom
1102,Cornwall, United Kingdom,Uk
1103,Luxembourg,Luxembourg,Belgium
1104,Luxembourg,Luxembourg,Luxembourg
1105,Derbyshire, United Kingdom,United Kingdom
1106,Region Metropolitana, Chile,Chile
1107,West Lothian, United Kingdom,United Kingdom
1108,Ticino, Switzerland,Switzerland
1109,Ticino, Switzerland,
1110,Las Palmas De Gran Canaria, Spain,Spain
1111,Umbria, Italy,Italy
1112,Umbria, Italy,
1113,Umbria, Italy,Usa
1114,Umbria, Italy,United Kingdom
1115,Mexico City, Mexico,Mexico
1116,Castilla Y León, Spain,Spain
1117,Comunidad Valenciana, Spain,Spain
1118,Kota Raja, Indonesia,Malaysia
1119,Grand Bahama, The Bahamas,Bahamas
1120,Transilvania, Romania,Italy
1121,Keski-Suomi, Finland,Finland
1122,Schaffhausen, Switzerland,Switzerland
1123,Israel,Israel,Israel
1124,Noordholland, Netherlands,Netherlands
1125,Tehran, Iran,Iran
1126,Fribourg, Switzerland,Switzerland
1127,Ap, Brazil,Usa
1128,Ap, Brazil,Okinawa
1129,Catalunya - Barcelona, Spain,Spain
1130,Groningen, Netherlands,Netherlands
1131,Murcia, Spain,Spain
1132,D.N., Vietnam,Dominican Republic
1133,Zhejiang, China,China
1134,Haifa, Israel,Israel
1135,Isle Of Man Uk, United Kingdom,United Kingdom
1136,West Midlands, United Kingdom,United Kingdom
1137,Baden Württemberg, Germany,Germany
1138,West Yorkshire, United Kingdom,United Kingdom
1139,West Yorkshire, United Kingdom,England
1140,West Yorkshire, United Kingdom,
1141,I`M On The Move,no_info,Usa Now
1142,Pd, Poland,Italy
1143,Cantebury, United States,New Zealand
1144,Cuneo - Piemonte, Italy,Italy
1145,Geneva, Switzerland,Switzerland
1146,Midlothian, United Kingdom,United Kingdom
1147,Midlothian, United Kingdom,
1148,Keighley, United Kingdom,West Yorkshire
1149,Keighley, United Kingdom,England
1150,Itä-Suomi, Finland,Finland
1151,Quintana Roo, Mexico,Mexico
1152,Mazowieckie, Poland,Poland
1153,France,France,France
1154,France,France,Ile De France
1155,North Yorkshire, United Kingdom,England
1156,North Yorkshire, United Kingdom,United Kingdom
1157,Calabria, Italy,Canada
1158,Calabria, Italy,Usa
1159,Calabria, Italy,Spain
1160,Calabria, Italy,Italy
1161,Calabria, Italy,Germany
1162,Basel-Land, Switzerland,Switzerland
1163,Abruzzo, Italy,Italy
1164,Abruzzo, Italy,Canada
1165,Abruzzo, Italy,Netherlands
1166,Abruzzo, Italy,Australia
1167,Abruzzo, Italy,Mexico
1168,Abruzzo, Italy,Spain
1169,Nordrheinwestfalen,no_info,Germany
1170,Manawatu, New Zealand,New Zealand
1171,Manawatu, New Zealand,
1172,Vienna, Austria,Austria
1173,Vienna, Austria,
1174,Braga, Portugal,Portugal
1175,Davao Del Sur, Philippines,Philippines
1176,Nord, France,France
1177,Tuscany - Chiantishire,no_info,Italy
1178,Galiza Neghra,no_info,Galiza Neghra
1179,Santiago, Costa Rica,Chile
1180,Santiago, Costa Rica,
1181,Trentino Alto Adige, Italy,Italy
1182,Trentino Alto Adige, Italy,Usa
1183,Trentino Alto Adige, Italy,United Kingdom
1184,Porto - Portugal, Portugal,Portugal
1185,Sussex, United States,United Kingdom
1186,Valladolid, Spain,Spain
1187,Valladolid, Spain,España
1188,Bcn, Spain,Spain
1189,Jharkhand, India,India
1190,Fort Lauderdale, United States,Usa
1191,Gwent, United Kingdom,United Kingdom
1192,Normandie, France,France
1193,Upper Austria, Austria,Austria
1194,Cambridgeshire, United Kingdom,United Kingdom
1195,Csongrád, Hungary,Hungary
1196,South Island, New Zealand,New Zealand
1197,Kunsan, China,South Korea
1198,Rhone-Alpes, France,France
1199,Isle Of Man,Isle of Man,United Kingdom
1200,Isle Of Man,Isle of Man,N/A
1201,Pohjanmaa, Finland,Finland
1202,Bremen, Germany,Germany
1203,Bremen, Germany,
1204,Bremen, Germany,Turkey
1205,Kanton Zürich, Switzerland,Switzerland
1206,Kildare, Ireland,Ireland
1207,Mississippi39571,no_info,Usa
1208,Reykjavik, Iceland,Iceland
1209,Beijing, China,China
1210,Magallanes, Chile,Chile
1211,Armed Forces Pacific, Australia,Usa
1212,Soria, Spain,Spain
1213,Cordoba, Argentina,Argentina
1214,Häme (Province), Mozambique,Finland
1215,Rheinland-Pfalz / Hessen, Germany,Germany
1216,Minas Gerais, Brazil,Brazil
1217,Abu Dhabi, United Arab Emirates,United Arab Emirates
1218,Nh, United States,Netherlands
1219,Nh, United States,New Hampshire
1220,Tunis,Tunisia,Tunisia
1221,Z-H, Italy,Netherlands
1222,Noord Holland, Netherlands,Netherlands
1223,Uk,United Kingdom,United Kingdom
1224,Uk,United Kingdom,Aberdeenshire
1225,Hérault, France,France
1226,Distrito Federal, Mexico,Brazil
1227,Distrito Federal, Mexico,Venezuela
1228,Distrito Federal, Mexico,Mexico
1229,Kyongsangnam-Do,no_info,South Korea
1230,Bouches Du Rhone, France,France
1231,Dortmund, Germany,Germany
1232,Etela Suomi, Finland,Finland
1233,El Montserratí,no_info,Catalunya
1234,Fyn, Denmark,Denmark
1235,Waikato, New Zealand,New Zealand
1236,Waikato, New Zealand,
1237,Prai, Malaysia,Malaysia
1238,D.F., Mexico,Mexico
1239,D.F., Mexico,Brazil
1240,D.F., Mexico,Disrito Federal
1241,Skane, Sweden,Sweden
1242,Heredia, Costa Rica,Costa Rica
1243,Tamil Nadu, India,India
1244,Sp, Italy,Brazil
1245,Glarus, Switzerland,Switzerland
1246,South Yorkshire, United Kingdom,United Kingdom
1247,Corrientes, Argentina,Argentina
1248,Ho Chi Minh, Vietnam,Vietnam
1249,Kuah, Malaysia,Malaysia
1250,Milano, Italy,Italy
1251,Milano, Italy,
1252,Lancashire, United Kingdom,United Kingdom
1253,Lancashire, United Kingdom,England
1254,Gamlebyen, Norway,Norway
1255,Uusimaa, Finland,Finland
1256,Mendoza, Argentina,Argentina
1257,Ribatejo, Germany,Portugal
1258,Xxxxxx,no_info,Netherlands
1259,Ccp, Algeria,Chile
1260,D.C., United States,Dc
1261,D.C., United States,District Of Columbia
1262,Castilla La Mancha, Spain,Spain
1263,Vic, Australia,Australia
1264,Kerala, India,
1265,Kerala, India,India
1266,Nagano-Ken, Japan,Japan
1267,Melaka, Malaysia,Malaysia
1268,Östergötland, Sweden,Sweden
1269,Tx, United States,Texas
1270,Tx, United States,Collin
1271,Tx, United States,
1272,Tx, United States,Usa
1273,Tx, United States,Csa
1274,Tx, United States,Fort Bend
1275,Chihuahua, Mexico,Mexico
1276,Charleroi, Belgium,Belgium
1277,Usa,United States,
1278,Usa,United States,Usa
1279,N,Niue,United Kingdom
1280,N,Niue,Denmark
1281,Cleveland, United States,United Kingdom
1282,Loire Atlantique, France,France
1283,Rhône-Alpes, France,France
1284,Rhône-Alpes, France,
1285,My Infinite Mind,no_info,Universe
1286,Friesland, Netherlands,
1287,Friesland, Netherlands,Netherlands
1288,N/J, United States,Austria
1289,N/J, United States,Denmark
1290,Jiangsu, China,China
1291,Osona, Spain,Spain
1292,Amsterdam, Netherlands,Netherlands
1293,Wiltshire, United Kingdom,United Kingdom
1294,Wiltshire, United Kingdom,
1295,Canarias, Spain,Spain
1296,Brabant, United States,Belgium
1297,Brabant, United States,Netherlands
1298,Østlandet, Norway,Norway
1299,Bay Of Plenty, New Zealand,New Zealand
1300,Hainault, United Kingdom,Belgium
1301,Auvergne, France,France
1302,Prenzlauer Berg, Germany,Germany
1303,Cádiz, Spain,Spain
1304,Las Palmas, Spain,España
1305,Las Palmas, Spain,Spain
1306,Dubai, United Arab Emirates,United Arab Emirates
1307,South Vietnam, Germany,
1308,Álava, Spain,Spain
1309,Álava, Spain,
1310,Asturias, Spain,Spain
1311,Asturias, Spain,
1312,Northwest Territories, Canada,Canada
1313,Northwest Territories, Canada,United Kingdom
1314,Northwest Territories, Canada,Germany
1315,Northwest Territories, Canada,Usa
1316,Fife, United Kingdom,United Kingdom
1317,Guangdong Province, China,China
1318,Luzern, Switzerland,Switzerland
1319,Häme, Belgium,Finland
1320,Svealand, Sweden,Sweden
1321,*,no_info,Netherlands
1322,*,no_info,France
1323,Pais Vasco, Spain,Spain
1324,Pais Vasco, Spain,Gipuzkoa
1325,Abilene, United States,Usa
1326,Western Cape, South Africa,South Africa
1327,Western Cape, South Africa,
1328,Spain,Spain,Spain
1329,Hauts-De-Seine, France,France
1330,Bouche Du Rhone, France,France
1331,Southland, New Zealand,New Zealand
1332,Lara,Laos,Venezuela
1333,Orense, Spain,Spain
1334,Orense, Spain,Orense
1335,South Holland, Netherlands,Netherlands
1336,Edo State, Nigeria,Nigeria
1337,Région Parisienne, Greece,France
1338,Lamks,no_info,United Kingdom
1339,Munster, Ireland,Ireland
1340,Munster, Ireland,County Cork
1341,Gautang, India,South Africa
1342,Buckinghamshire, United Kingdom,United Kingdom
1343,Buckinghamshire, United Kingdom,Uk
1344,Berkshire, United Kingdom,United Kingdom
1345,Berkshire, United Kingdom,England
1346,Haute Normandie, France,France
1347,Dalarna, Sweden,Sweden
1348,Rio De Janeiro, Brazil,Brazil
1349,Rio De Janeiro, Brazil,Usa
1350,Estado De México, Mexico,Mexico
1351,Istanbul, Turkey,Turkey
1352,Hampshire, United Kingdom,United Kingdom
1353,East Sussex, United Kingdom,United Kingdom
1354,Selangor D.E.,no_info,Malaysia
1355,Imo State, Nigeria,N/A
1356,Cáceres, Spain,Spain
1357,Oberösterreich, Austria,Austria
1358,Gauteng, South Africa,South Africa
1359,Md, United States,Maryland
1360,Worcestershire, United Kingdom,United Kingdom
1361,Worcestershire, United Kingdom,England
1362,Rm, Italy,Italy
1363,Nsw, Australia,
1364,Nsw, Australia,Australia
1365,Zg, Switzerland,Switzerland
1366,Minnasota,no_info,Usa
1367,Brabant Wallon, Belgium,Belgium
1368,Reggio Emilia, Italy,Italy
1369,United Kingdom (Sussex), United Kingdom,United Kingdom
1370,Act, Australia,Australia
1371,Act, Australia,Australian Capital Territory
1372,Nord Pas De Calais, France,France
1373,España,Spain,Spain
1374,España,Spain,
1375,Sofia, Bulgaria,Cameroon
1376,Sofia, Bulgaria,Bulgaria
1377,Eastgermany,no_info,Germany
1378,Overijssel, Netherlands,Netherlands
1379,Overijssel, Netherlands,
1380,Nuevo Leon, Mexico,Mexico
1381,Tokyo, Japan,Japan
1382,Tokyo, Japan,
1383,Devon, United Kingdom,United Kingdom
1384,Torino, Italy,Italy
1385,Cambronne, France,France
1386,Region Parisienne, Greece,France
1387,Lleida, Spain,Spain
1388,Lima, Peru,Peru
1389,Aberdeenshire, United Kingdom,United Kingdom
1390,Aberdeenshire, United Kingdom,
1391,Cavite, Philippines,Philippines
1392,Down By The River, United States,Germany
1393,Alava, Spain,Spain
1394,Alava, Spain,
1395,Ag,Antigua and Barbuda,Switzerland
1396,Uttar Pradesh, India,India
1397,None Available,no_info,Portugal
1398,Dorset, United Kingdom,United Kingdom
1399,Algarve, Portugal,Portugal
1400,Pb, India,Newfoundland
1401,Pais  Vasco, Spain,España
1402,Cadiz, Spain,Spain
1403,Cadiz, Spain,N/A
1404,Cadiz, Spain,Andalucia
1405,Prekmurje, Slovenia,Slovenia
1406,Nord-Pas De Calais, France,France
1407,New Zealand,New Zealand,New Zealand
1408,New Zealand,New Zealand,Otago
1409,Jujuy, Argentina,Argentina
1410,Wilayah Persekutuan, Brazil,Malaysia
1411,Shanghai, China,China
1412,Wellington, New Zealand,New Zealand
1413,Provence, Switzerland,France
1414,Gifu, Japan,Japan
1415,State Of Continuing Flux,no_info,Usa
1416,Val De Marne, France,France
1417,Luang Prabang, Laos,Laos
1418,Kyonggido,no_info,South Korea
1419,Silesia, Poland,Poland
1420,Sydney, Australia,Australia
1421,Sydney, Australia,New South Wales
1422,Covilhã, Portugal,Portugal
1423,Oslo, Norway,Norway
1424,Dublin, Ireland,Ireland
1425,Dublin, Ireland,
1426,Ae,United Arab Emirates,Usa
1427,Ae,United Arab Emirates,Baden-Wuerttemberg
1428,Ae,United Arab Emirates,Germany
